"A0002500","R0000100","R0000700","R0001010","R0001100","R0001200","R0001610","R0001800","R0010300","R0023500","R0029100","R0153800","R0153900","R0154000","R0154100","R0154300","R0154400","R0154500","R0170100","R0171800","R0214700","R0214800","R0217501","R0217502","R0217910","R0306700","R0307000","R0307100","R1021700","R1395100","R1395400","R3279401","R3400800","R3401501","R3403500","R3407700","R3407800","R6430800","R6430900","R6591300","R6592900","R6738700","R6749800","R6839600","R6909701","R7006400","R7006500","R7006600","R7006900","R7007000","R9909700","T3206901","T3308200","T3308700","T3495400","T3506500","T3976400","T3977400","T3977500","T3977600","T3987600","T3987800","T4112200","T4112700","T4113000","T4114600","T4114900"
445,4542,1,0,1,1,0,1,7,12,-4,4,4,3,3,2,4,2,-4,0,1,1,0,5,1,1,17,0,15,5,5,15000,0,12,16,2,0,0,-4,848,19,-4,-4,-4,0,1,0,1,3,3,10,-4,6290,9620,-4,-4,-4,26000,-4,-4,-4,-4,1,4,13,1,27
445,4543,1,0,1,1,0,1,7,12,-4,1,4,3,3,4,3,1,-4,1,1,2,0,5,1,0,-4,0,16,1,-4,600,0,12,8,2,4,0,-4,627,19,-4,-4,2,15000,3,17500,0,3,3,16,-4,1280,7700,-4,-4,-4,0,-4,-4,-4,-4,1,4,12,1,12
445,4544,1,0,1,1,0,1,7,12,-4,1,1,2,2,3,3,3,-4,0,1,2,0,5,1,1,15,0,15,1,15,0,1,12,11,1,1,0,-4,809,319,-4,40,4,500,2,12500,0,2,1,6,-4,8290,4230,3920,-4,2,0,-4,-4,-4,-4,1,4,12,1,25
445,4545,1,0,0,-4,0,1,2,11,0,2,3,3,2,2,3,3,-4,0,3,1,1,2,0,0,-4,0,15,1,-4,74283,0,12,2,2,1,0,-4,587,19,-4,-4,-4,100000,4,100100,0,2,1,40,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4546,1,0,0,-4,0,1,7,12,0,2,2,3,2,3,4,3,-4,0,3,2,1,2,0,0,-4,0,16,1,-4,4000,0,12,5,2,1,0,-4,-4,-4,-4,50,1,0,4,100500,0,2,1,40,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4547,1,0,0,-4,0,1,7,12,0,2,3,3,3,2,2,2,142,0,3,1,0,3,0,0,-4,0,18,3,-4,28000,0,12,9,2,7,4,21,69,783,231,40,-4,0,4,0,1,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4548,1,0,0,-4,0,2,6,12,-4,2,2,3,2,2,3,2,1,-2,3,1,0,3,0,0,-4,0,0,0,-4,31000,0,16,6,0,-4,0,-4,427,64,-4,40,-4,72000,3,100000,0,2,1,60,-4,6070,1110,4510,-4,-4,160000,-4,-4,-4,-4,2,4,16,1,8
445,4549,1,0,0,-4,0,2,7,14,-4,1,2,2,3,3,4,2,415,1,3,1,0,7,0,0,-4,0,0,0,-4,0,0,16,3,1,0,0,-4,-4,-4,-4,-4,-4,0,4,61000,0,2,1,46,-4,7460,3910,2310,2,1,105000,-4,-4,2000,-4,3,3,18,1,4
445,4550,1,0,1,1,0,2,7,17,0,-2,-2,-2,-2,-2,-2,-2,134,1,3,1,0,6,-3,0,-4,0,10,0,-4,20000,0,16,7,2,-3,1,24,377,646,-4,40,-4,0,5,6500,1,2,1,63,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4551,1,1,0,-4,0,2,7,16,0,2,2,2,3,3,3,2,142,1,3,2,0,5,-3,0,-4,0,-4,0,-4,9000,0,13,3,3,1,0,-4,857,387,-4,60,3,0,5,1000,1,2,1,32,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4552,1,0,0,-4,0,2,7,12,-4,2,2,3,3,3,3,2,193,0,3,1,0,4,-3,0,-4,0,0,2,16,0,0,14,3,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4553,1,0,0,-4,0,1,0,13,-4,1,2,4,2,2,4,2,-4,0,3,2,0,6,-3,0,-4,0,16,3,13,3000,0,13,9,3,0,-5,-5,-4,-4,-4,58,4,0,6,-2,-3,2,1,63,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4554,2,-4,1,4,0,2,7,16,0,2,2,3,2,2,3,2,75,0,3,2,0,4,-3,0,-4,0,19,2,-4,32000,0,16,1,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,120,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4555,1,0,0,-4,0,1,7,16,0,2,2,4,2,2,3,2,163,0,3,1,0,4,-3,0,-4,0,19,-5,-5,0,0,16,4,1,0,0,-4,-4,-4,56,40,-4,0,2,70000,0,2,1,63,-4,7390,2340,4550,52,1,100000,-4,-4,40000,-4,2,4,17,1,7
445,4556,1,0,0,-4,0,2,5,14,0,1,1,4,2,2,3,2,163,1,3,1,0,2,0,0,-4,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4557,1,0,0,-4,0,1,7,18,-4,4,3,3,2,4,3,3,715,1,3,2,0,6,1,0,-4,0,-4,0,-4,0,1,12,2,3,0,0,-4,67,555,-4,-4,3,0,4,0,1,3,2,106,1945,5690,4950,4950,-4,2,0,-4,-4,-4,-4,1,4,12,1,4
445,4558,1,0,0,-4,0,1,0,14,0,1,2,2,2,2,3,2,100,1,3,1,0,6,1,0,-4,0,18,1,-4,30000,0,12,17,0,-4,0,-4,639,505,245,45,-4,0,3,-2,-3,3,1,-998,-4,5680,9130,4720,-4,-4,36000,-4,-4,0,-4,2,4,12,0,33
445,4559,1,0,0,-4,0,2,1,12,0,2,1,3,1,2,3,2,751,0,3,1,1,2,0,0,-4,0,18,0,-4,24000,0,12,10,0,-4,0,-4,647,503,-4,45,-4,33000,4,75000,0,2,1,91,-4,4690,7000,2310,42,2,53000,-4,-4,68000,-4,5,4,12,0,10
445,4560,1,0,0,-4,0,2,4,13,0,2,2,2,2,3,4,3,90,0,3,2,0,1,1,0,-4,0,0,0,-4,3600,1,14,8,0,-4,0,-4,339,313,-4,-4,0,0,1,8,1,1,0,-998,-4,9290,4600,-4,-4,1,0,-4,-4,-4,-4,1,4,14,1,18
445,4561,1,0,0,-4,0,2,1,12,-4,1,2,4,2,2,3,1,481,0,3,2,0,4,0,0,-4,0,16,1,-4,250,0,12,12,1,5,4,18,628,276,-4,-4,2,0,3,3485,1,3,3,17,-4,7080,700,-4,-4,-4,25000,-4,-4,-4,-4,1,4,12,1,22
445,4562,2,-4,0,-4,0,1,9,12,0,3,2,2,2,3,3,2,180,0,3,2,0,3,-3,1,21,0,15,1,-4,2001,-3,12,2,0,-4,0,-4,787,458,-4,-2,0,30000,2,70000,0,2,1,-998,-4,8980,5930,-4,-4,-4,-2,-2,-2,-4,-4,2,4,12,1,4
445,4563,2,-4,1,3,0,1,2,14,0,3,3,4,3,3,4,2,715,0,3,1,0,3,0,0,-4,0,16,2,-4,25000,0,12,14,2,3,0,-4,69,593,-4,40,-4,53000,4,83200,0,2,1,14,-4,770,600,7330,-4,5,80000,-4,-4,0,-4,3,4,12,1,16
445,4564,2,-4,1,3,0,1,7,16,0,1,2,3,1,1,4,2,80,0,2,2,0,3,0,0,-4,0,8,2,18,34000,0,16,5,1,0,0,-4,917,36,-4,40,2,7000,4,-2,-3,2,1,43,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4565,1,1,0,-4,0,1,2,14,-4,2,2,3,2,1,3,1,372,-2,3,2,0,4,0,0,-4,0,18,3,16,14000,0,12,8,0,-4,0,-4,838,64,-4,40,1,35000,3,80200,0,2,1,173,-4,7380,10,1110,-4,2,125000,-4,-4,-4,-4,3,3,16,1,15
445,4566,1,0,0,-4,0,1,7,16,0,1,2,3,1,2,4,2,752,0,3,1,0,3,0,0,-4,0,21,0,-4,34000,0,12,11,0,-4,1,20,937,417,-4,12,-4,0,3,0,1,2,1,63,-4,9470,3720,1820,52,1,100000,-4,-4,70000,-4,3,4,12,0,11
445,4567,1,0,0,-4,0,1,9,17,0,1,2,2,2,1,3,2,184,0,3,2,0,2,-3,0,-4,0,19,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4568,1,0,0,-4,0,1,9,18,0,3,2,3,3,3,2,3,31,1,3,1,0,2,-3,1,14,0,-5,2,-4,8000,0,15,7,0,-4,0,-4,849,379,-4,-4,-4,27000,1,27250,0,1,0,-998,-4,4890,5240,-4,-4,1,20000,-4,-4,-4,-4,1,4,15,1,11
445,4569,1,0,0,-4,0,1,7,12,0,2,2,2,2,2,2,2,-4,0,3,1,0,7,1,1,19,0,17,1,-4,39000,0,12,3,2,1,0,-4,628,243,231,42,-4,63000,3,63000,0,3,3,7,-4,4970,4700,4700,52,2,90000,-4,-4,70000,-4,2,4,12,1,4
445,4570,1,-4,0,-4,0,1,7,14,-4,1,2,2,4,4,4,1,2,0,3,2,0,7,0,0,-4,0,0,0,-4,0,1,14,3,3,3,0,-4,857,156,-4,45,3,49000,4,107000,0,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4571,1,0,0,-4,0,2,7,16,0,2,2,2,2,2,2,2,921,0,3,2,0,6,0,0,-4,0,21,0,-4,14000,0,13,7,2,3,0,-4,857,156,-4,40,2,0,4,100,1,2,1,60,-4,9470,5220,2020,52,1,36000,-4,-4,51000,-4,2,4,14,1,15
445,4572,1,0,0,-4,0,2,7,14,-4,2,3,3,2,3,3,3,280,0,3,1,0,6,0,0,-4,0,17,0,-4,12000,0,12,7,1,0,0,-4,429,859,-4,12,-4,39000,4,43500,0,2,1,84,-4,3580,9120,2310,52,2,45000,-4,-4,41630,-4,4,4,12,0,11
445,4573,1,0,0,-4,0,2,2,13,0,2,3,3,3,3,3,3,-4,1,3,2,1,2,0,-5,-5,-5,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4574,1,0,0,-4,0,1,1,13,0,1,2,4,2,2,3,2,964,0,3,1,0,4,0,0,-4,0,18,1,-4,18000,0,13,12,1,0,1,-2,848,453,-4,-4,-4,0,3,4408,1,3,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4575,2,-4,0,-4,0,1,6,12,0,2,4,3,2,3,3,2,245,0,3,1,0,2,-3,0,-4,1,21,1,-4,25000,0,12,2,1,2,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,41,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4576,1,0,0,-4,0,2,7,12,0,2,2,4,3,1,4,1,1,0,3,2,0,3,0,1,17,0,18,1,-4,3000,0,15,16,0,-4,0,-4,838,174,-4,-4,0,0,1,6011,1,1,0,-998,-4,8170,3600,4220,-4,-4,15000,-4,-4,-4,-4,1,4,18,1,24
445,4577,1,0,1,-3,0,3,5,12,-4,3,3,2,2,3,1,3,245,0,3,1,0,4,0,0,-4,0,15,4,-4,34000,0,12,15,0,-4,1,20,69,19,-4,-4,-4,0,1,0,1,1,0,-998,-4,770,410,-4,-4,-4,50000,-4,-4,-4,-4,1,4,12,1,18
445,4578,1,0,0,-4,0,2,7,12,0,1,2,4,2,2,3,2,-4,0,3,2,0,4,1,0,-4,0,21,3,-4,0,0,12,3,2,2,0,-4,-4,-4,-4,40,2,0,4,11868,1,3,3,41,1962,-4,-4,4720,-4,-4,0,-4,-4,-4,-4,2,4,12,1,4
445,4579,1,0,0,-4,0,2,7,12,0,3,3,3,3,3,3,3,-4,0,3,1,0,4,0,1,18,1,5,5,-4,20000,0,12,7,1,0,3,16,227,575,-4,-4,-4,50000,3,-2,-3,1,0,-997,1966,2390,8030,5240,52,1,45000,-4,-4,-4,-4,3,4,14,1,22
445,4580,1,0,1,4,0,2,2,16,0,1,2,2,1,2,1,1,1,0,3,2,0,1,-3,0,-4,0,16,0,-4,0,0,12,9,1,9,0,-4,728,453,-4,-4,1,15000,2,15000,0,3,3,38,-4,7690,4220,-4,-4,2,9000,-4,-4,-4,-4,1,4,12,1,16
445,4581,1,0,0,-4,0,2,0,12,0,3,2,3,2,3,3,3,-4,0,3,2,0,13,0,1,18,0,11,2,-4,1200,1,12,4,2,8,1,17,-4,-4,-4,-4,2,0,1,0,1,3,3,94,1949,-4,-4,9140,-2,-4,0,-4,-4,-4,-4,1,4,12,1,9
445,4582,1,0,0,-4,0,2,1,12,-4,2,2,3,2,2,3,2,-4,0,3,2,0,13,0,0,-4,1,12,4,-4,23000,0,13,1,2,10,0,-4,70,19,-4,-4,2,25000,1,25500,0,3,3,17,1959,8570,9040,6260,39,3,0,-4,-4,-4,-4,1,4,13,0,7
445,4583,1,0,0,-4,0,2,2,13,-4,3,3,2,4,4,3,3,964,1,3,1,0,13,0,1,9,0,17,4,-4,15600,-3,12,5,0,-4,0,-4,718,453,-4,-4,-4,0,1,50,1,1,0,-998,-4,7070,7000,-4,-4,10,48000,-4,-4,-4,-4,5,4,12,1,14
445,4584,1,0,0,-4,0,3,4,13,0,2,3,1,2,2,3,2,-4,0,3,2,0,5,-3,-5,-5,-5,17,3,-4,-5,-5,-5,-5,-5,-5,0,-4,18,473,-4,-4,2,8500,3,-2,-3,3,2,93,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4585,1,0,0,-4,0,1,2,12,0,2,3,3,2,3,4,2,191,0,3,2,0,6,-3,1,17,1,18,5,-4,0,-3,10,11,1,2,6,17,748,365,-4,-4,1,22000,1,22760,0,3,2,7,-4,7780,4010,4020,-4,5,31000,-4,-4,-4,-4,2,4,10,1,19
445,4586,1,0,0,-4,0,1,2,12,-4,2,2,3,1,2,3,2,680,1,3,1,0,5,1,1,15,0,16,5,-4,16000,0,12,12,0,-4,6,15,208,376,962,32,-4,52412,5,63694,0,2,1,28,1978,8590,7510,4760,-4,1,47264,-4,-4,-4,-4,3,4,12,1,24
445,4587,1,0,0,-4,0,1,5,16,0,1,3,3,1,1,4,1,1,0,3,2,0,4,0,0,-4,0,21,0,-4,-5,-5,-5,-5,-5,-5,1,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4588,1,0,0,-4,0,1,7,12,0,1,2,3,1,2,3,2,-4,1,3,2,1,3,-3,1,12,1,16,5,12,4800,0,9,4,1,13,4,14,778,19,-4,9,1,-1,2,-1,-3,2,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4589,1,0,0,-4,0,2,6,12,0,2,2,3,3,3,4,2,395,0,3,2,0,1,0,1,16,0,18,2,-4,3000,0,12,7,2,4,0,-4,849,234,-4,45,2,0,4,0,1,2,1,9,-4,7270,2140,4220,15,2,51000,-4,-4,0,-4,2,4,12,1,10
445,4590,1,0,0,-4,0,2,6,17,0,1,2,3,2,2,3,2,-4,0,3,2,0,4,0,0,-4,0,19,2,-4,34000,0,17,20,0,-4,1,25,838,95,-4,-4,2,58000,3,58500,0,1,0,-997,1960,8190,3130,5860,50,1,110000,-4,-4,-4,-4,3,4,17,1,23
445,4591,1,0,0,-4,0,2,6,17,0,3,1,2,4,4,4,3,86,0,3,1,0,4,0,1,16,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4592,1,0,0,-4,0,1,6,16,0,1,1,4,2,1,4,1,23,1,3,2,0,4,0,0,-4,0,19,1,-4,0,0,17,18,1,2,1,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15,-4,8090,3110,-4,-4,-4,39000,-4,-4,-4,-4,2,4,18,1,23
445,4593,1,0,0,-4,0,1,1,14,0,2,2,3,2,2,4,2,-4,0,3,2,0,4,0,0,-4,0,23,0,-4,9200,0,13,1,1,6,0,-4,697,276,-4,-4,1,8000,2,8880,1,1,0,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4594,1,0,0,-4,0,-3,3,14,0,2,2,3,2,3,4,2,280,0,3,2,0,1,0,0,-4,0,21,0,-4,200,0,12,5,2,2,0,-4,707,376,705,45,2,0,4,0,1,2,1,21,-4,5170,4760,9130,52,-4,24000,-4,-4,60000,-4,4,4,12,1,11
445,4595,1,0,0,-4,0,2,3,13,0,2,2,3,1,2,2,2,495,0,3,1,0,4,0,1,17,0,15,0,-4,18000,0,12,17,0,-4,0,-4,67,558,-4,-4,-4,72000,3,110250,0,1,0,20,-4,770,2700,-4,-4,2,0,-4,-4,0,-4,5,4,14,1,18
445,4596,1,0,0,-4,0,1,7,16,0,3,3,4,2,3,1,2,190,1,3,1,0,3,0,0,-4,0,16,1,-4,-5,-5,-5,-5,-5,-5,2,22,639,263,202,50,-4,0,4,0,1,2,1,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4597,1,0,0,-4,0,1,7,12,0,3,2,3,2,2,3,2,430,1,3,1,0,3,0,0,-4,1,15,1,-4,-5,-5,-5,-5,-5,-5,0,-4,618,243,-4,-4,-4,1000,1,1000,1,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4598,1,0,0,-4,0,1,7,14,0,1,1,3,1,2,4,1,931,0,3,2,0,5,0,0,-4,0,16,1,-4,7000,0,12,8,0,-4,-5,-5,739,777,998,-2,1,0,2,4000,1,3,3,84,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4599,1,0,0,-4,0,2,7,14,-4,1,2,3,1,2,2,2,184,0,3,2,0,5,0,0,-4,0,16,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4600,1,0,0,-4,0,1,7,12,-4,2,2,2,2,1,4,2,83,1,3,2,0,4,0,0,-4,0,0,1,-4,13000,0,12,7,2,2,0,-4,-2,446,-4,40,2,0,4,0,1,2,1,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4601,1,0,0,-4,0,1,4,12,0,2,2,3,2,2,3,2,424,0,3,1,0,6,0,1,16,0,21,1,-4,25000,0,12,5,2,4,0,-4,69,853,-4,15,-4,0,4,-2,-3,2,1,6,-4,770,6320,4600,50,1,7000,-4,-4,18000,-4,2,4,12,1,11
445,4602,1,0,0,-4,0,1,4,16,0,2,2,3,2,2,4,1,245,0,3,2,0,6,0,0,-4,0,19,1,-4,21000,0,14,4,0,-4,0,-4,429,274,-4,45,2,20000,4,70200,0,2,1,104,-4,7860,5700,50,51,2,28852,-4,-4,60000,-4,4,4,14,1,6
445,4603,1,0,0,-4,0,2,4,12,0,2,2,2,2,2,3,1,245,-2,3,1,0,5,0,0,-4,0,18,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4604,2,-4,1,3,0,1,2,16,-4,1,1,4,1,1,4,2,175,1,3,2,0,2,0,0,-4,0,19,0,-4,16000,0,12,6,0,-4,0,-4,718,313,-4,-4,0,42000,1,42000,0,1,0,-998,-4,7070,5700,-4,-4,1,30000,-4,-4,-4,-4,1,4,14,1,12
445,4605,1,0,0,-4,0,1,3,16,0,2,2,3,2,3,3,2,-4,-2,3,1,0,1,0,1,13,0,14,5,-4,2400,1,14,10,0,-4,4,16,-4,-4,-4,-4,-4,0,1,492,1,3,3,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4606,1,0,0,-4,0,1,7,18,0,2,2,4,2,2,3,2,51,0,3,1,0,1,0,0,-4,1,15,4,-4,27000,0,16,14,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-4,490,1740,-4,-4,3,0,-4,-4,-4,-4,1,4,16,1,23
445,4607,1,0,0,-4,0,1,3,16,0,1,3,4,2,3,4,1,245,0,3,1,0,1,1,0,-4,0,14,5,-4,30000,0,17,13,0,-4,1,19,77,19,-4,20,-4,50000,4,61000,0,2,1,53,-4,770,6230,950,50,1,75000,-4,-4,-2,-2,4,4,17,1,16
445,4608,1,0,0,-4,0,2,7,14,0,1,2,3,2,3,3,2,473,0,3,1,0,4,0,0,-4,0,-5,0,-4,23000,0,12,10,0,-4,1,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4609,1,0,0,-4,0,2,1,18,0,1,2,3,2,3,3,2,65,1,3,1,0,1,1,1,16,0,17,4,-4,74283,0,20,9,0,-4,6,19,848,19,-4,40,-4,120000,2,186000,0,2,1,40,-4,3960,10,4760,52,2,160160,-4,-4,170000,-4,4,3,20,1,14
445,4610,1,0,0,-4,0,1,3,16,0,1,1,3,2,2,3,1,222,1,3,1,0,4,0,1,17,0,15,3,17,10000,-3,12,12,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4611,1,0,1,2,-4,3,9,18,0,1,3,3,-2,2,1,2,245,1,3,1,0,1,-3,0,-4,0,15,4,-4,-1,-3,16,4,0,-4,-1,-4,739,19,-4,30,-4,-1,5,-1,-3,2,1,124,-4,7380,10,430,52,-1,-1,-4,-4,-1,-4,2,4,16,1,9
445,4612,1,0,0,-4,0,1,0,14,0,1,3,3,2,2,3,1,185,0,3,1,0,1,0,1,13,1,15,5,11,8000,0,12,17,0,-4,-5,-5,67,575,190,40,-4,17000,1,24800,0,3,3,39,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4613,1,0,0,-4,0,1,7,16,-4,1,2,2,1,1,4,2,372,1,3,2,0,5,0,0,-4,0,18,2,-4,10000,0,14,10,0,-4,0,-4,809,19,-4,-4,1,14500,3,42035,0,2,1,-999,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4614,2,-4,0,-4,0,1,1,12,-4,2,2,2,1,2,3,2,-4,0,3,2,0,5,0,-5,-5,-5,18,4,24,0,1,12,8,2,2,3,17,669,435,-4,-4,2,3000,3,3756,1,3,3,147,-4,4190,5000,4960,-4,-4,20000,-4,-4,-4,-4,1,4,12,1,17
445,4615,1,1,0,-4,0,1,9,12,-4,4,3,2,4,4,3,3,415,0,3,1,0,5,0,-5,-5,-5,0,1,17,-5,-5,-5,-5,-5,-5,2,24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-4,4970,4220,-4,-4,-4,22191,-4,-4,-4,-4,1,4,12,0,30
445,4616,1,0,0,-4,0,1,1,17,-4,2,2,3,2,3,4,2,145,1,3,2,0,3,-3,0,-4,0,18,0,-4,1000,1,16,7,0,-4,0,-4,709,37,-4,40,0,50000,2,-2,-3,2,1,-998,1970,7870,5700,7010,52,1,60000,-4,-4,-4,-4,1,4,17,1,13
445,4617,1,0,0,-4,0,1,7,16,0,2,3,3,3,2,4,2,245,0,3,1,1,3,0,0,-4,0,22,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4618,1,0,0,-4,0,1,7,14,0,2,2,3,2,3,3,2,-4,1,3,2,1,3,-3,0,-4,0,15,3,15,6400,0,11,5,2,6,6,19,628,276,-4,-4,2,19000,2,19000,0,3,3,5,-4,8370,4610,-4,-4,2,20000,-4,-4,-4,-4,1,4,12,1,13
445,4619,1,0,0,-4,0,1,2,12,0,3,2,3,2,3,2,4,534,0,3,1,0,7,1,1,18,1,16,5,-4,0,1,10,9,0,-4,3,20,339,785,310,40,-4,3500,1,-2,-3,3,3,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4620,1,0,0,-4,0,1,2,12,-4,2,2,3,3,3,2,3,485,0,3,1,0,7,1,1,15,0,0,1,13,0,0,10,1,4,2,0,-4,-4,-4,-4,10,-4,0,4,17304,0,2,1,31,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4621,1,0,0,-4,0,1,1,12,0,3,3,2,3,3,3,2,245,0,3,1,0,4,0,0,-4,0,0,0,-4,32000,0,12,12,0,-4,0,-4,718,254,-4,40,-4,95000,2,125000,0,2,1,-998,-4,7070,810,5860,50,-4,95000,-4,-4,15000,-4,2,4,12,1,17
445,4622,1,0,0,-4,0,1,1,16,-4,2,2,3,1,2,4,1,-4,1,3,2,0,4,0,0,-4,0,0,2,14,5000,0,12,11,1,7,0,-4,829,319,-4,-4,2,23000,2,-2,-3,3,3,2,-2,9480,4610,2630,-4,-4,21867,-4,-4,-4,-4,1,4,12,1,19
445,4623,1,0,1,-3,0,1,1,16,-4,2,1,3,2,3,3,3,473,1,3,1,0,4,0,0,-4,0,16,3,-4,14000,0,12,7,1,3,4,20,197,534,902,20,-4,55000,5,66000,0,2,1,17,-4,770,7000,4720,-4,2,67000,-4,-4,0,-4,3,4,12,1,18
445,4624,1,0,0,-4,0,1,9,18,-4,1,1,3,1,3,1,2,65,1,3,2,0,2,0,1,16,0,0,1,-4,5000,1,14,10,0,-4,4,18,917,316,-4,-4,0,2300,2,38300,0,2,1,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4625,1,0,0,-4,0,1,7,16,0,2,2,2,2,3,3,2,81,1,3,2,0,1,0,0,-4,0,17,2,16,0,0,15,6,2,4,0,-4,-4,-4,-4,40,2,0,4,82200,0,2,1,49,-4,7980,3310,9000,52,1,80000,-4,-4,150000,-4,2,4,15,1,10
445,4626,1,0,0,-4,0,1,2,16,0,2,2,3,3,1,4,1,81,1,3,2,0,1,0,0,-4,0,16,2,-4,74283,0,20,12,0,-4,5,25,829,85,-4,-2,0,100000,1,100200,0,3,3,-998,-4,7980,3310,8750,52,2,140000,-4,-4,130000,-4,2,4,20,1,14
445,4627,1,1,0,-4,0,1,6,14,0,2,3,4,3,3,3,3,-4,1,3,2,0,1,0,0,-4,0,21,-5,-5,25000,0,14,9,0,-4,0,-4,849,313,-4,-4,0,28000,1,31000,0,3,3,-998,-4,4980,4760,4700,48,1,9693,-4,-4,9000,-4,2,4,14,1,14
